bgg_id,simple_mechanics,simple_category
307656,Split & Choose,Economic / Industry; Pirates / Nautical
307830,,Card Games; Kids / Family
307832,Area Control; Negotiation,Abstract / Strategy; Animals / Nature; Party / Social
307844,Drafting; Negotiation; Scoring; Tile Placement,Card Games; Fantasy / Mythical; Puzzle / Logic
307862,Negotiation; Tile Placement; Area Control; Memory / Matching; Pattern Building; Set Collection; Solo Play; Area Movement; Tile Placement; Scoring,Abstract / Strategy; Puzzle / Logic
307963,Deduction / Hidden Info; Card Play; Push Your Luck,Animals / Nature; Party / Social; Card Games
307971,Engine Building; Pattern Building; Area Movement; Scoring,Abstract / Strategy
307997,Deduction / Hidden Info; Asymmetric Powers; Cooperative; Team Play; Voting,Party / Social; Puzzle / Logic
308119,Action Selection; Resource Drafting; Resource Management; Drafting; Simulation,War / Historical Battles; Historical Eras
308126,Deduction / Hidden Info; Player Elimination,Puzzle / Logic
308329,Cooperative; Team Play; Dice Rolling; Drafting; Solo Play; Worker Placement; Dice,Card Games; Media / Pop Culture; Dice / Roll Mechanics
308354,Drafting; Solo Play; Tile Placement,Animals / Nature; Card Games
308357,Card Play; Dice Rolling,Pirates / Nautical
308368,Card Play,Card Games; Kids / Family; Fantasy / Mythical; Media / Pop Culture
308385,Movement; Solo Play,Card Games
308386,Dice Rolling; Party / Trivia; Solo Play,Dice / Roll Mechanics; Fantasy / Mythical; Historical Eras; Print & Play
308388,Random / Luck; Scoring; Drafting; Worker Placement,Historical Eras; Economic / Industry
308416,Action Selection; Engine Building; Card Play; Memory / Matching; Pattern Building; Race; Tile Placement,Animals / Nature; Card Games; Humor / Adult
308493,Area Movement; Campaign / Scenario; Movement; Dexterity; Solo Play; 3D Movement,Adventure / Exploration; Puzzle / Logic
308500,Drafting,Card Games; Fantasy / Mythical; War / Historical Battles; Historical Eras
308529,Card Play; Social / Party,Card Games; Humor / Adult; Party / Social; Trivia / Word Games
308532,Memory / Matching; Negotiation; Social / Party; Voting,Card Games; Humor / Adult; Party / Social; Trivia / Word Games
308565,Dice Rolling; Party / Trivia; Simultaneous Play; Worker Placement,Print & Play
308566,Area Movement; Pattern Building; Map Building; Drafting; Resource Management; Set Collection; Trading,Adventure / Exploration; City / Civilization Building; Economic / Industry; War / Historical Battles; Party / Social; Science Fiction / Space
308621,Deck / Bag Building; Card Play; Cooperative; Team Play; Movement,Card Games; Fantasy / Mythical; War / Historical Battles; Science Fiction / Space
308652,Random / Luck; Dice; Random Events; Dice Rolling; Dice; Movement; Area Movement; Reaction; Tactical Combat; Movement; Campaign / Scenario; Simulation; Solo Play; Dice; Skill Check; 3D Movement; Variable Setup,Economic / Industry; War / Historical Battles
308755,Deck / Bag Building; Card Play; Drafting; Solo Play,Card Games; Fantasy / Mythical
308762,Deck / Bag Building; Push Your Luck,Card Games; Fantasy / Mythical
308765,Action Selection; Area Control; Pattern Building; Scoring; Area Movement; Resource Management; 3D Movement; Tile Placement; Movement; Variable Setup,City / Civilization Building; Historical Eras; Puzzle / Logic
308870,Card Play; Take That,Card Games; Animals / Nature; Economic / Industry
308948,Dice Rolling; Roll and Move; Asymmetric Powers,Adventure / Exploration; War / Historical Battles; Media / Pop Culture; Science Fiction / Space
308970,Area Movement; Cooperative; Team Play; Dice Rolling; Roll and Move; Asymmetric Powers,Adventure / Exploration; War / Historical Battles; Horror / Zombies; Party / Social
308989,Deduction / Hidden Info; Dice Rolling; Dice; Movement; Player Elimination; Race; Cooperative; Team Play,Puzzle / Logic; Dice / Roll Mechanics; Historical Eras; Party / Social
309000,Area Control; Card Play; Resource Management; Area Movement,Economic / Industry; City / Civilization Building; Adventure / Exploration
309003,Deduction / Hidden Info; Storytelling / Narrative,Party / Social; Puzzle / Logic; Modern / Political Conflicts
309081,Dice Rolling; Area Movement; Movement; Combat Resolution; Campaign / Scenario; Simulation; Variable Setup; Area Control,Modern / Political Conflicts; War / Historical Battles
309105,Route Building; Tactical Combat; Map Building; Memory / Matching; Drafting; Pattern Building; Race; Area Movement; Tile Placement,Abstract / Strategy; Puzzle / Logic
309109,Event Cards; Turn Order; Initiative; Worker Placement,Economic / Industry; Historical Eras; Media / Pop Culture
309110,Area Movement; Route Building; Solo Play; Variable Setup,Animals / Nature; Card Games; Print & Play
309113,Card Play; Route Building; Drafting; Set Collection,Economic / Industry
309129,Action Selection; Drafting; Push Your Luck; Set Collection; Simultaneous Play,Fantasy / Mythical; Horror / Zombies
309207,Cooperative; Team Play; Scoring; Solo Play; Tile Placement; Area Control,Historical Eras; City / Civilization Building
309250,Action Selection; Deck / Bag Building; Deduction / Hidden Info; Card Play; Cooperative; Team Play,Party / Social; Card Games; Puzzle / Logic; Fantasy / Mythical; War / Historical Battles; Media / Pop Culture; Historical Eras; Science Fiction / Space
309297,Hidden Movement; Memory / Matching; Hidden Info; Cooperative; Team Play,Card Games; Puzzle / Logic; War / Historical Battles
309319,Action Selection; Card Play; Resource Management; Negotiation; Drafting; Campaign / Scenario; Turn Order; Initiative; Worker Placement,Economic / Industry; Science Fiction / Space
309341,Map Building; Pattern Building; Dexterity; Solo Play,Abstract / Strategy; Puzzle / Logic; Print & Play
309430,Dice Rolling; Resource Management; Movement; Pick-up and Deliver; Rondel; Solo Play; Variable Setup,Dice / Roll Mechanics; Adventure / Exploration; Pirates / Nautical
309545,Random Activation; Dice Rolling; Simulation,War / Historical Battles
309600,Action Selection; Area Control; Area Movement; Cooperative; Team Play; Card Play; Solo Play,Educational / STEM; Fantasy / Mythical; War / Historical Battles; Historical Eras
309630,Area Control; Area Movement; Dice Rolling; Resource Drafting; Cooperative; Team Play; Asymmetric Powers; Scoring,Fantasy / Mythical; War / Historical Battles; City / Civilization Building; Media / Pop Culture
309752,Set Collection; Worker Placement,Historical Eras
309857,Action Selection; Dice Rolling; Area Movement; Asymmetric Powers,Card Games; War / Historical Battles; Miniatures / Tabletop Battles
309862,Trick Taking / Climbing,Card Games; Media / Pop Culture
309917,Cooperative; Team Play; Deduction / Hidden Info; Campaign / Scenario,Puzzle / Logic; Party / Social
310031,Event Cards; Card Play; Push Your Luck; Set Collection,Card Games; Fantasy / Mythical
310076,Negotiation; Area Movement; Map Manipulation; Map Building; Pick-up and Deliver,Fantasy / Mythical; Puzzle / Logic; Sports / Racing
310192,Drafting; Pattern Building; Area Movement; Set Collection; Solo Play; Tile Placement,Fantasy / Mythical; Puzzle / Logic; Media / Pop Culture
310194,Scoring; Set Collection,Card Games; Educational / STEM
310196,Drafting; Set Collection,Party / Social; Media / Pop Culture
310198,Cooperative; Team Play; Dice Rolling; Party / Trivia; Set Collection,Historical Eras; Dice / Roll Mechanics; Adventure / Exploration
310203,Dice Rolling; Resource Management; Movement; Pick-up and Deliver; Rondel; Solo Play; Variable Setup,Dice / Roll Mechanics; Adventure / Exploration; Pirates / Nautical
310363,Dice Rolling; Solo Play,Print & Play; War / Historical Battles
310408,Cooperative; Team Play,Media / Pop Culture
310442,Resource Management; Map Building; Race; Solo Play; Scoring; Worker Placement,Economic / Industry; Humor / Adult; Modern / Political Conflicts
310448,Action Selection; Cooperative; Team Play; Dice Rolling; Event Cards; Legacy / Campaign; Pick-up and Deliver,Kids / Family; Horror / Zombies
310578,Dice Rolling; Party / Trivia,Dice / Roll Mechanics; Print & Play
310610,Limited Communication; Cooperative; Team Play; Card Play; Memory / Matching,Card Games; Puzzle / Logic; Party / Social
310611,Limited Communication; Cooperative; Team Play; Card Play; Memory / Matching,Card Games; Puzzle / Logic; Party / Social
310612,Limited Communication; Cooperative; Team Play; Card Play; Memory / Matching,Card Games; Puzzle / Logic; Party / Social
310632,Dice Rolling; Drafting; Asymmetric Powers,Dice / Roll Mechanics; Fantasy / Mythical
310641,Deck / Bag Building; Market; Card Play; Drafting; Solo Play; Take That,Card Games; Fantasy / Mythical; War / Historical Battles
310726,Dice Rolling; Area Movement,Modern / Political Conflicts; War / Historical Battles
310779,Area Movement; Deck / Bag Building; Worker Placement,Card Games; Fantasy / Mythical
310789,Event Cards; Movement,Action / Dexterity; Kids / Family; Historical Eras
310846,Dice Rolling; Drafting; Race; Roll and Move; Variable Setup,Historical Eras; Educational / STEM; Sports / Racing
310880,Dice Rolling; Area Movement; Combat Resolution; Area Control,War / Historical Battles
310885,Scoring; Drafting; Push Your Luck; Cooperative; Team Play; Asymmetric Powers,Card Games; Historical Eras
310953,Deck / Bag Building; Card Play; Drafting; Asymmetric Powers,Card Games; Fantasy / Mythical; War / Historical Battles; Media / Pop Culture
310968,Area Control; Dice Rolling; Scoring; Resource Drafting; Party / Trivia,Animals / Nature; Dice / Roll Mechanics; Print & Play
311004,Card Play; Route Building; Programmed Movement; Push Your Luck; Simultaneous Play; Scoring,Historical Eras; Humor / Adult; Media / Pop Culture; Fantasy / Mythical; Puzzle / Logic
311020,Cooperative; Team Play; Dice Rolling; Map Building; Asymmetric Powers,Kids / Family; Card Games; Dice / Roll Mechanics; Fantasy / Mythical; War / Historical Battles; Miniatures / Tabletop Battles; Media / Pop Culture
311191,Set Collection; Trick Taking / Climbing,Card Games; Science Fiction / Space
311192,Campaign / Scenario; Card Play,Card Games
311193,Negotiation; Scoring; Card Play; Deduction / Hidden Info; Resource Management; Map Building; Variable Powers; Drafting; Area Control; Race; Simulation; Solo Play; Variable Setup; Tech Tree / Upgrades; Tile Placement; Worker Placement,Card Games; City / Civilization Building; Economic / Industry; War / Historical Battles; Media / Pop Culture
311209,Auction / Bidding; Set Collection; Asymmetric Powers,Party / Social; Card Games
311322,Passing Mechanic; Voting,Animals / Nature; Party / Social
311330,Action Selection,Trivia / Word Games
311464,Market; Deduction / Hidden Info; Resource Management; Area Control; Solo Play; Turn Order; Initiative; Variable Setup; Worker Placement,City / Civilization Building; Economic / Industry; Historical Eras
311465,Dice Rolling; Party / Trivia; Simultaneous Play,Party / Social; Dice / Roll Mechanics
311659,Card Play; Social / Party; Simultaneous Play,Card Games; Humor / Adult; Party / Social
311686,Cooperative; Team Play; Memory / Matching; Party / Trivia; Pattern Building; Storytelling / Narrative,Party / Social; Puzzle / Logic
311702,Action Selection; Card Play; Set Collection; Take That,Party / Social; Card Games; Pirates / Nautical
311708,Trick Taking / Climbing,Card Games; Fantasy / Mythical
311715,Cooperative; Team Play; Dice Rolling; Push Your Luck; Solo Play,Adventure / Exploration; Fantasy / Mythical
311751,Pattern Building; Race; Set Collection; Take That,Card Games; Humor / Adult
311828,Action Selection; Dice Rolling; Push Your Luck; Set Collection,Card Games; Dice / Roll Mechanics; Historical Eras
311829,Area Movement,Abstract / Strategy
311894,Area Movement; Storytelling / Narrative; Role Playing; Asymmetric Powers,Adventure / Exploration; Card Games; Fantasy / Mythical
311918,Negotiation; Set Collection,Adventure / Exploration; Economic / Industry
311990,Event Cards; Solo Play; Trick Taking / Climbing,Card Games; Historical Eras
312059,Campaign / Scenario; Deck / Bag Building; Simulation; Solo Play,Economic / Industry; Card Games; War / Historical Battles
312182,Dexterity,Action / Dexterity; Dice / Roll Mechanics
312251,Action Selection; Route Building; Pick-up and Deliver; Tile Placement,Economic / Industry; Puzzle / Logic
312259,Dice Rolling; Area Movement; Party / Trivia; Push Your Luck; Solo Play,Print & Play
312267,Cooperative; Team Play; Real-Time; Storytelling / Narrative,Card Games; Media / Pop Culture; Puzzle / Logic
312289,Card Play; Memory / Matching; Solo Play,Card Games
312318,Action Selection; Negotiation; Set Collection; Variable Setup; Worker Placement,Fantasy / Mythical
312346,Dice Rolling; Card Play; Drafting; Take That; Trading; Asymmetric Powers,Adventure / Exploration; Animals / Nature; Card Games; Fantasy / Mythical; War / Historical Battles; Humor / Adult; Pirates / Nautical; Science Fiction / Space
312372,Area Control; Dice Rolling; Pattern Building; Party / Trivia; Worker Placement,Dice / Roll Mechanics; Economic / Industry; Fantasy / Mythical; Print & Play; City / Civilization Building
312463,Push Your Luck; Set Collection,Card Games
312484,Area Movement; Negotiation; Deck / Bag Building; Market; Scoring; Card Play; Variable Powers; Drafting; Resource Management; Solo Play; Movement; Turn Order; Initiative; Worker Placement,Adventure / Exploration; Card Games; Fantasy / Mythical
312594,Solo Play,Card Games; War / Historical Battles; Print & Play
312613,,Card Games
312618,Drafting; Cooperative; Team Play; Set Collection; Solo Play,Card Games; Animals / Nature; Economic / Industry
312626,Area Control; Campaign / Scenario; Card Play,Modern / Political Conflicts; War / Historical Battles; Print & Play
312726,Real-Time; Set Collection,Action / Dexterity; Puzzle / Logic
312738,Area Movement; Tactical Combat; Dice Rolling,War / Historical Battles
